16002954,ESC MUL RONDONIA
16002962,ESC MUL AMAPA
16002970,ESC MUL ARACY NASCIMENTO
16003012,ESC MUL ESFORCO POPULAR
16003020,ESC MUL EUNICE PICANCO
16003039,ESC MUL JARDIM FELICIDADE
16003047,ESC MUL JOSE DUARTE DE AZEVEDO
16003063,ESC MUL MAESTRO MIGUEL A DA SILVA
16003071,ESC MUL PARAISO DAS ACACIAS
16003080,ESC MUL RORAIMA
16003314,JD INF MEU PE DE LARANJA LIMA
16003322,JD INF MUNDO DA CRIANCA
16003330,CRECHE JD INF CANTINHO DO AMOR
16003349,JD INF O PEQUENO PRINCIPE
16003357,ESC EST PROF ANA LUIZA DE SOUZA MORAES
16003390,JD INF SEMENTINHA
16003403,ESC EST PROF NILDA DA ROCHA PORTAL
16003446,ESC EST PEQUENO CIDADAO
16003462,JD INF TIA MADALENA
16003519,ESC MUL A E I O U
16003535,ESC MUL MORANGUINHO
16003543,ESC MUL PAI NOSSO
16003560,ESC MUL MARIA JOSE DE SOUZA E SILVA
16006194,ESC MUL EXPEDICIONARIO WILSON MALCHER
16007239,PRE ESC EFICAZ
16007409,ESC MUL RECANTO DA AMIZADE
16007581,PROFESSORA MARIA IZABEL FERNANDES RIBEIRO
16008243,ESC MUL ANTONIO BARBOSA
16008260,ESC MUL PROF RAIMUNDO OLIVEIRA ALENCAR
16008278,ESC MUN MARINETE DA SILVA MIRA
16008286,ESC MUL JOSAFA AIRES DA COSTA
16008294,ESC MUL PROFª ODETE ALMEIDA LOPES
16008502,ESC MUN PROF VERA LUCIA PINON NERY
16008510,ESC MUL MARIA BERNADETE A DO NASCIMENTO
16008545,ESC MUL PROFª RAIMUNDA DA SILVA VIRGOLINO
16008561,ESC MUL PROFª ELIANA FLEXA VILHENA
16009037,ESC MUL PROF NEUSONA
16009053,ESC MUL PROF ELITA NUNES MELO
16009878,ESC MUL ANA CRISTINA R BRITO
16009886,ESC MUL PROF RAIMUNDA DE LIMA GUEDES
16010159,ESC MUL PROF JOSE CARLOS LIMA DA SILVA
16010167,ESC MUL MARIA JOSE DOS SANTOS FERREIRA
16010175,ESC MUL PROF JOSE LEOVES TEIXEIRA
16010183,ESC MUL PROF ANA MARIA DA SILVA RAMOS
16010191,ESC MUL PROF LUCIA NEVES DENIUR
16010523,ESC MUL PROF ELOANA CRISTINA LINA DA SILVA
16010744,ESC MUL PROFª SANDRA LOBATO FERREIRA
16042000,ESC MUL MARIA LUIZA BELLO DA SILVA
16004051,ESC FAMILIA AGRICOLA DO PACUI
16001850,CENTRO DE EDUCACAO TECNICA FRANCISCO LEITE
16002008,ESC SAO FRANCISCO DE ASSIS
16002016,COLEGIO SANTA BARTOLOMEA CAPITANIO
16002024,MODERNO CENT DE ENSINO EDUC E CULTURA
16002032,ESCOLA VISCONDE DE MAUA
16002903,ESC LOBINHO ANTONIO SERGIO M DE ALMEIDA
16003128,ESC AQUARELA ENSINO E CULTURA
16003160,ESC DE ENFERMAGEM SAO CAMILO
16003578,ESCOLA SESC ANTONIO OLIVEIRA SANTOS
16003586,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC DRAP
16007484,ESC ADVENTISTA DE MACAPA
16007735,NUCLEO DE EDUCACAO INTEGRADA - NEI
16007743,INTERGENIUS - ESC TEC BILINGUE
16007794,ESCOLA META
16008022,CENTRO DE ENSINO LIDER
16008391,UCRI UNIVERSIDADE DA CRIANCA
16008871,JD INF SONHO INFANTIL
16008880,NUCLEO EDUC PEQUENO GALILEU
16009347,CENTRO EDUC PRESBITERIANO DO AMAPA
16009363,CENTRO DE EDUC INF N S DE NAZARE
16009380,CENTRO DE ENSINO PODIUM
16009398,CENTRO EDUCACIONAL CRIANCA FELIZ - CECRIF
16009762,CEDAP - CENTRO DE EDUCACAO DO AMAPA
16010671,COLEGIO ARGOS
16010817,CENTRO EDUC RAINHA DA PAZ
16011007,CENTRO DE EDUCACAO APOENA
16011023,COLEGIO ALBERT EINSTEIN
16011120,CENTRO EDUCACIONAL CIRANDA DO ABC
16011210,ESCOLA BATISTA DE MACAPA
16011244,CENTRO DE ENSINO ESTACAO DA CRIANCA
16011287,CENTRO DE ENSINO LIRA
16011295,ESCOLA CRECHE SEMENTE DO SABER
16011325,COLEGIO IMPACTUS
16011368,CENTRO DE ENSINO TARUMA
16011376,CENTRO EDUCACIONAL TEMPO DE BRINCAR
16011449,COLEGIO EQUIPE UNIDADE II
16011457,CENTRO EDUCACIONAL MUNDO INFANTIL
16011465,FACULDADE DE MACAPA
16011473,NUCLEO EDUC PASSO A PASSO
16011481,ESCOLA MUNDIAL
16026004,CENTRO EDUC IRMA CARMELA BONASSI
16027000,COLEGIO EQUIPE MACAPA
16043006,CENTRO DE EDUC INF MARIA IMACULADA
16005376,ESC EST GRAZIELA REIS DE SOUZA
16005384,ESC EST JOSE HILARIO
16005406,ESC EST PANCADA DO CAMAIPI
16005414,ESC EST PROF ANTONIA SILVA SANTOS
